,author,cite_num,paper_num
1962,David Stern,93,2
1963,Meirav Galun,93,1
1964,Xiao-Tong Yuan,92,1
1965,Gabriel Y. Weintraub,92,1
1966,Lanier Benkard,92,1
1967,Bo Huang,92,1
1968,Drew Bagnell,92,4
1969,James Wilson,92,1
1970,Florent Krzakala,92,6
1971,Brian D. Ziebart,92,1
1972,Anind K. Dey ,92,1
1973,Alexandra Carpentier,92,11
1974,Mauricio Araya,92,3
1975,Bao-Gang Hu,92,1
1976,Juho Rousu,92,3
1977,Xiaoli Fern,92,2
1978,Behnam Neyshabur,92,5
1979,Jaakko Peltonen,92,3
1980,Neil Houlsby,92,5
1981,Mark Lee,92,1
1982,ozgur Simsek,91,2
1983,Eric Xing ,91,2
1984,Longin J. Latecki,91,5
1985,Silvia Chiappa,91,3
1986,Ashish Kapoor,91,5
1987,Sarath Chandar A P,91,1
1988,Pietro Berkes,91,4
1989,Vikash K. Mansinghka,91,3
1990,Irina Rish,91,2
1991,Hiroshi Nakagawa,91,8
1992,Simon Gunter,91,1
1993,Sarah Filippi,91,1
1994,Amrita Saha,91,1
1995,Parikshit Ram,91,3
1996,Mitesh Khapra,91,1
1997,Jurgen V. Gael,91,1
1998,Vladimir Pavlovic,90,4
1999,Ningyi Xu,90,1
2000,Chenxi Lin,90,2
2001,Lei Tang,90,1
2002,Padraig Cunningham,90,2
2003,Dmitry Pechyony,90,2
2004,Deepti Pachauri,90,4
2005,Michael R. James,90,1
2006,Christian Walder,90,5
2007,Ricardo S. Cabral,90,1
2008,Alexandre Bernardino,90,1
2009,pedro Aguiar,90,1
2010,Masrour Zoghi,90,3
2011,Joao P. Costeira,90,1
2012,Pradheep Elango,89,1
2013,Tolga Konik,89,1
2014,Willem Waegeman,89,2
2015,John Cunningham,89,5
2016,Amir massoud Farahmand,89,3
2017,Xuanlong Nguyen,89,2
2018,Yu Sun,89,2
2019,Gang Wang,89,3
2020,Guosheng Lin,89,2
2021,Anton van den Hengel,89,3
2022,Nitin Motgi,89,1
2023,Seung-taek Park,89,1
2024,Nicholas Kolkin,89,1
2025,Raghu Ramakrishnan,89,1
2026,Dougal Maclaurin,89,2
2027,Dennis DeCoste,89,1
2028,Jing Gao,89,1
2029,Emma Brunskill,89,6
2030,Bee-chung Chen,89,1
2031,Scott Roy,89,1
2032,Yizhou Sun,89,1
2033,Joe Zachariah,89,1
2034,Negin Nejati,89,1
2035,Darrin P. Lewis,88,1
2036,Gunhee Kim,88,2
2037,Konstantina Palla,88,3
2038,Anna E. Choromanska,88,2
2039,Lev Faivishevsky,88,2
2040,Ronghang Hu,88,1
2041,Sergio Guadarrama,88,1
2042,Eric S. Tzeng,88,1
2043,Leonidas Guibas,88,4
2044,Marco F. Huber,88,1
2045,Marc Peter Deisenroth,88,1
2046,Uwe D. Hanebeck,88,1
2047,Ryohei Fujimaki,88,8
2048,Rie Ando,87,1
2049,Weiran Wang,87,4
2050,Ruiliang Zhang,87,1
2051,Jose M. Hernandez-lobato,87,4
2052,Pierre-antoine Manzagol,87,1
2053,Grzegorz Swirszcz,87,2
2054,Erkki Oja,87,3
2055,David Hunter,87,2
2056,Yirong Shen,87,1
2057,Kenneth W. Church,87,2
2058,Deqing Sun,86,1
2059,Steven Rennie,86,2
2060,Andrew W. Fitzgibbon,86,1
2061,Diederik Kingma,86,2
2062,Simon Rogers,86,2
2063,Samuel Gerber,86,2
2064,Pierre-Andr_ Savalle,86,1
2065,Sasha Rakhlin,86,3
2066,Baharan Mirzasoleiman,86,5
2067,Jinfeng Yi,86,5
2068,Joel Burdick,86,2
2069,Eli Upfal,86,1
2070,Gilles Louppe,85,1
2071,Edoardo Airoldi,85,5
2072,Lancelot James,85,1
2073,Arnd C. Kanig,85,1
2074,Benjamin M. Marlin,85,4
2075,Antonio Sutera,85,1
2076,Joshua L. Moore,85,1
2077,Mohsen Hejrati,85,1
2078,Michael Pfeiffer,85,3
2079,Richard E. Turner,85,5
2080,Frank Hutter,85,3
2081,Caiming Xiong,85,1
2082,Nicholas Kushmerick,85,2
2083,Stephen Merity,85,1
2084,Laurent Zwald,85,1
2085,Joshua W. Robinson,85,1
2086,Gabriel Doyle,85,1
2087,Sauro Menchetti,85,1
2088,Danial Lashkari,85,2
2089,Aviv Tamar,85,6
2090,Alexander J. Hartemink,85,1
2091,Jean Honorio,84,4
2092,Kaizhu Huang,84,1
2093,Brendan McMahan,84,4
2094,Thomas Griffiths,84,3
2095,Jun Liao,84,1
2096,Yaoliang Yu,84,7
2097,Sylvain Arlot,84,3
2098,Il Memming Park,84,7
2099,Bo Chen,84,5
2100,Julien Cornebise,84,1
2101,Fabian L. Wauthier,84,3
2102,Matthew Botvinick,84,4
2103,Aleksandrs Slivkins,84,4
2104,Deanna Needell,84,1
2105,Donglin Niu,84,1
2106,Istvan Szita,84,2
2107,Junae Kim,84,1
2108,Anton Hengel,84,1
2109,Ali Ghodsi,84,2
2110,Siddharth Gopal,84,4
2111,Umut Simsekli,84,3
2112,Isabel Ribeiro,84,1
2113,Francisco Melo,84,1
2114,Sean Meyn,84,1
2115,Qiuhua Liu,83,1
2116,Rahul Gupta,83,2
2117,Chang D. Yoo,83,2
2118,Sashank J. Reddi,83,6
2119,Luca Baldassarre,83,2
2120,Amit Agarwal,83,1
2121,Suha Kwak,83,2
2122,Claire Cardie,83,1
2123,Adarsh Kowdle,83,1
2124,Xinyang Yi,83,6
2125,Craig Saunders,83,1
2126,Nando Freitas,83,2
2127,Niels Landwehr,83,5
2128,Yuekai Sun,83,5
2129,William D. Smart,83,1
2130,Eyke Huellermeier,83,3
2131,Hongbin Zha,83,4
2132,Matthew Johnson,83,5
2133,Alexander Ilin,83,2
2134,Toby Hocking,82,2
2135,Carla Gomes,82,2
2136,Bruno Da Silva,82,2
2137,Sinisa Todorovic,82,3
2138,Stephan Gouws,82,1
2139,Anton Chechetka,82,2
2140,Rocco Servedio,82,6
2141,Fabian J. Theis,82,1
2142,Ji Zhu,82,2
2143,Salah Rifai ,82,1
2144,Xiaoshi Wang,82,1
2145,Gregoire Mesnil,82,1
2146,Pierre-antoine Absil,82,1
2147,Andrea Caponnetto,82,1
2148,Lei Yuan,81,1
2149,Gunjan Gupta,81,2
2150,Indraneel Mukherjee,81,2
2151,Ron Parr,81,2
2152,Florence d'Alche-Buc,81,3
2153,Krishnamurthy Dvijotham,81,1
2154,Rishabh Iyer,81,4
2155,Stephan J. Clemenccon,81,5
2156,John  Langford,81,1
2157,Shay B. Cohen,81,3
2158,Joseph L. Austerweil,81,6
2159,David Pfau,80,4
2160,Thomas Laurent,80,3
2161,Russell Poldrack,80,3
2162,Lisa Wainer,80,1
2163,Michel Verleysen,80,1
2164,Yuting Zhang,80,3
2165,Nicolas Delannay,80,1
2166,Benjamin Marlin,80,3
2167,Zhaoshi Meng,80,2
2168,Kiyohito Nagano,80,3
2169,Martin Kiefel,80,2
2170,Neville Mehta,80,2
2171,Jason Wolfe,80,1
2172,Yu Zhang,80,3
2173,Josip Djolonga,80,5
2174,Aria Haghighi,80,1
2175,Ulrike von Luxburg,80,5
2176,David Uminsky,80,2
2177,Jens Huhn,79,1
2178,Alexander Strehl,79,1
2179,Roi Livni,79,4
2180,Genevera Allen,79,1
2181,Hua-Yan Wang,79,3
2182,Lars K. Hansen,79,4
2183,Brooks Paige,78,5
2184,Michal Irani,78,1
2185,Ahmed Hefny,78,3
2186,Karen A. Glocer,78,1
2187,Peter Haider,78,5
2188,Akshat Surve,78,1
2189,Ronald Parr ,78,1
2190,Scott E. Reed,78,3
2191,Kilian Weinberger ,78,1
2192,Oren Boiman,78,1
2193,Hai Leong Chieu,78,3
2194,Prabhanjan Kambadur ,78,1
2195,Yi Zhen,78,1
2196,Amir-massoud Farahmand,78,2
2197,Peter Wonka,78,5
2198,Phil Long,77,6
2199,Seung-jean Kim,77,1
2200,Peter Grunwald,77,6
2201,Pak-Ming Cheung,77,1
2202,Lenka Zdeborova,77,5
2203,David Torres,77,1
2204,Jan Botha,77,1
2205,Vincent Delaitre,77,1
2206,Ivan Laptev,77,1
2207,Eric Eaton ,77,1
2208,Greg Hamerly,77,1
2209,Yu Feng,77,1
2210,Deepak Verma,77,2
2211,Bing Bai,77,2
2212,Sridhar Mahadeva,77,1
2213,Weijie Su,76,1
2214,Hirsch Michael,76,1
2215,Stefan Harmeling,76,1
2216,Gregory Zelinsky,76,1
2217,Botond Cseke,76,3
2218,Alexandre Bouchard-cete,76,7
2219,Alexandros Nanopoulos,76,1
2220,Milos Radovanovic,76,1
2221,Mirjana Ivanovic,76,1
2222,Rajarshi Das,76,1
2223,Hoi Chan,76,1
2224,Jeffrey Kephart,76,1
2225,David Levine,76,1
2226,Freeman Rawson,76,1
2227,Charles Lefurgy,76,1
2228,Joseph Reisinger,76,2
2229,Peter Kairouz,76,5
2230,Pramod Viswanath,76,6
2231,Chris Eliasmith,76,2
2232,Ha Quang Minh,76,1
2233,Dan Garber,76,7
2234,Loris Bazzani,76,2
2235,Christopher Olston,76,1
2236,Chris Holmes,76,1
2237,Hsuan-Tien Lin,76,4
2238,Xin Chen,76,1
2239,Bing Yu,76,1
2240,Sergey Kirshner,76,3
2241,Steven Hoi,76,1
2242,Dan Ventura,76,3
2243,Kirthevasan Kandasamy,75,7
2244,C. Seshadhri,75,1
2245,Yong Ma,75,1
2246,Shihong Lao,75,1
2247,Erina Takikawa,75,1
2248,Jiajun Wu,75,3
2249,Pierre Dangauthier,75,1
2250,Masato Kawade,75,1
2251,Ali T. Cemgil,75,1
2252,Kenan Y. Yilmaz,75,1
2253,Andreas Maurer,75,1
2254,Zhihua Zhang,75,8
2255,Lyndsey C. Pickup,75,1
2256,Bernardino Romera-Paredes ,75,1
2257,Eleni Sgouritsa,75,2
2258,Francois Denis,75,4
2259,Jorge Nocedal,75,2
2260,Mr Prabhat,75,2
2261,John W. Fisher,75,2
2262,Manqi Zhao,75,1
2263,Anastasios Zouzias,75,1
2264,Krzysztof J. Dembczynski,75,1
2265,Richard G. Baraniuk,75,1
2266,Dror Baron,75,1
2267,Shriram Sarvotham,75,1
2268,Michael B. Wakin,75,1
2269,David P. Capel,75,1
2270,Mukund Narasimhan,75,2
2271,Amy Greenwald,75,3
2272,Bernhard Scho_lkopf,75,2
2273,Jorge Silva,75,3
2274,Jonathan L. Long,74,1
2275,Laurent Charlin,74,3
2276,Yichen Wang,74,4
2277,Chenlei Leng,74,6
2278,Pascal Fua,74,3
2279,Noemie Elhadad,74,1
2280,Tai Qin,74,1
2281,Bao-Liang Lu,74,1
2282,Brendan Frey,74,2
2283,Tim Lillicrap,74,3
2284,Ludwig Schmidt,74,5
2285,Yujia Li,74,3
2286,Hendrik Blockeel,74,2
2287,Figen Oztoprak,74,1
2288,Kevin Briggman,74,1
2289,Jennifer Tam,74,1
2290,Jiri Simsa,74,1
2291,Sean Hyde,74,1
2292,Luis V. Ahn,74,1
2293,Stuart J. Russell,74,6
2294,Minh Ha Quang,74,2
2295,Sergey Karayev,74,2
2296,Prem Melville,74,2
2297,Lumin Zhang,74,1
2298,Maryam Mahdaviani,74,2
2299,Jonathan Scholz,74,2
2300,Gregory Valiant,74,5
2301,Sungwoong Kim,73,1
2302,Taku Kudo,73,1
2303,Zhenyue Zhang,73,2
2304,Maryam Fazel,73,4
2305,Gabriel Curio,73,2
2306,Guillaume Bouchard,73,4
2307,Robert V. Lindsey,73,4
2308,John V. Guttag,73,3
2309,Jian Tang,73,1
2310,Anton Osokin,73,4
2311,Ming Zhang,73,1
2312,Yao-nan Chen,73,1
2313,Celine Levy-leduc,73,1
2314,Kensuke Sekihara,73,3
2315,Nils Plath,73,1
2316,Hagai T. Attias,73,3
2317,Tomer Hertz,73,2
2318,Robert A. Legenstein,73,5
2319,Hado van Hasselt,73,2
2320,Yining Wang,73,7
2321,Yingjian Wang,73,3
2322,Jeffrey Johns,73,2
2323,Michael D. Lee,73,2
2324,Zhi-Quan Luo,72,3
2325,Christian Wojek,72,1
2326,Leon Barrett,72,1
2327,Xiangchu Feng,72,1
2328,Shuhang Gu,72,1
2329,Marc Bellemare,72,4
2330,Srinivas Narayanan,72,1
2331,Jaime G. Carbonell,72,1
2332,Dohyung Park,72,3
2333,Peter Stobbe,72,1
2334,Oliver Williams,72,2
2335,Eric Price,72,3
2336,Zeynep Akata,72,2
2337,Bethany Leffler,72,1
2338,Liwei Wang,72,5
2339,Adhiraj Somani,72,1
2340,Derek Greene,72,1
2341,Neil Burch,72,3
2342,Martin Mu_ller,72,1
2343,Daryl Lim,72,2
2344,Gregory Z. Grudic,71,1
2345,Tackgeun You,71,1
2346,Markus Breitenbach,71,1
2347,Tat-Seng Chua,71,1
2348,Varun Sharma,71,1
2349,Zheng-Jun Zha,71,1
2350,Akshay Balsubramani,71,3
2351,Yuriy Nevmyvaka,71,2
2352,Xiaoli Z. Fern,71,3
2353,Agnes Radl,71,1
2354,Yi Feng,71,1
2355,Hong-Jiang Zhang,71,1
2356,Guo-Jun Qi,71,1
2357,Franccois Caron,71,1
2358,Jinhui Tang,71,1
2359,Yingzhen Li,71,4
2360,Jianhua Huang,71,1
2361,Michael Osborne,71,4
2362,Ashwin Srinivasan,71,1
2363,Vivek Srikumar,71,3
2364,Alessandro Perina,71,3
2365,Sean Holden,71,2
2366,Rick Lawrence,71,1
2367,George Alvarez,71,1
2368,Andrew Naish-guzman,71,2
2369,Surendra K. Singhi,71,1
2370,Harold Pashler,70,4
2371,Alan Qi,70,2
2372,Xuerui Wang,70,1
2373,Issei Sato,70,6
2374,Natasha Mohanty,70,1
2375,Jingdong Wang,70,2
2376,Tom Hayes,70,1
2377,Thomas Desautels,70,1
2378,Scott Sanner,70,3
2379,Balaji Lakshminarayanan,70,2
2380,Isabel Valera,70,5
2381,Pierre Baldi,70,2
2382,Alon Orlitsky,70,6
2383,Peter J. Sadowski,70,2
2384,Robert E. Tillman,70,2
2385,Shlomo Zilberstein,70,5
2386,Nikos Paragios,70,2
2387,Siamac Fazli,70,2
2388,Rama Chellappa,70,3
2389,Alexandros Paraschos,70,1
2390,Mingjun Zhong,70,4
2391,Fernando Perez-Cruz,70,5
2392,Christian Daniel,70,1
2393,Dan Cornford,70,2
2394,Luc V. Gool,69,4
2395,Alexander Shekhovtsov,69,2
2396,Jonathan How,69,2
2397,Xindong Wu,69,1
2398,Angelo Restificar,69,1
2399,Sofus A. Macskassy,69,1
2400,Wei Ding,69,1
2401,Wouter M. Koolen,69,9
2402,Gert R. G. Lanckriet,69,1
2403,Alexandre Proutiere,69,6
2404,Foster Provost,69,1
2405,Harm de Vries,69,1
2406,Huan Xu ,69,1
2407,Hongyuan Zha ,69,1
2408,Mark D. Reid,69,5
2409,Robert C. Williamson,69,4
2410,Tu Bao Ho,69,1
2411,Shuang-Hong Yang,69,1
2412,Rik Sarkar,69,1
2413,DucDung Nguyen,69,1
2414,Jaime Carbonell,69,6
2415,Kui Yu,69,1
2416,Eric Altendorf,69,1
2417,Anand Sarwate,69,2
2418,Rie Kubota Ando,68,1
2419,Sivan Sabato,68,7
2420,Varun Kanade,68,5
2421,Nadathur Satish,68,1
2422,Mostofa Patwary,68,1
2423,Carl Ek,68,2
2424,Andras Gyargy,68,5
2425,Jan Koutnik,68,1
2426,Scott Linderman,68,4
2427,Dima Kuzmin,68,2
2428,Peggy Hackney,68,1
2429,Amarnag Subramanya,68,1
2430,Tengyao Wang,68,2
2431,Andrew M. Dai,68,1
2432,Youhan Fang,68,1
2433,Robert D. Skeel,68,1
2434,Matthew D. Mullin,68,1
2435,Jianxin Wu,68,1
2436,Christopher C. Johnson,68,1
2437,Kevin Lang,68,2
2438,Fabio Vitale,68,5
2439,Vignesh Ramanathan,68,1
2440,Hua Wang,68,3
2441,Ryan Babbush,68,1
2442,Anant Raj,68,1
2443,Kevin Tang,68,1
2444,Francois Fleuret,68,9
2445,Ardavan Saeedi,68,4
2446,Yousef Saad,68,3
2447,Lester Mackey,68,2
2448,David G. Andersen,67,1
2449,Azarakhsh Jalalvand,67,1
2450,Fabian Triefenbach,67,1
2451,Donghui Yan,67,1
2452,Anton Van den Hengel,67,1
2453,Jean-pierre Martens,67,1
2454,Xi Li,67,1
2455,Michael Saunders,67,2
2456,Kevin Bleakley,67,1
2457,Bhaskara Marthi,67,2
2458,Fabio Massimo Zanzotto,67,2
2459,Gianluigi Pillonetto,67,2
2460,Tomer Koren,67,9
2461,Tim V. Erven,67,3
2462,Nitin Viswanathan ,67,1
2463,M. Narasimha Murty,67,3
2464,James Saunderson,67,2
2465,S_ebastian Bubeck,67,1
2466,Dirk Walther,67,2
2467,Diane Beck,67,2
2468,Jacob D. Abernethy,67,5
2469,Anthony Dick ,67,1
2470,Dinesh Jayaraman,66,1
2471,Tobias Lang,66,3
2472,Joel Z. Leibo,66,3
2473,Seungyeon Kim,66,2
2474,Duan Tran,66,1
2475,Khashayar Rohanimanesh,66,3
2476,Alexandr Andoni,66,2
2477,Dan Suciu,66,1
2478,Artin Armagan,66,1
2479,Cheng S. Ong,66,1
2480,Hongzhou Lin,66,1
2481,Piotr Indyk,66,3
2482,Alexandra Meliou,66,1
2483,Merlise Clyde,66,1
2484,Joonseok Lee,66,2
2485,Judea Pearl,66,5
2486,David A. Forsyth,66,1
2487,Abhay Jha,66,1
2488,Dmitry P. Vetrov,66,3
2489,David Loker,66,2
2490,Dinh Phung,66,4
2491,Pannagadatta K. Shivaswamy,65,3
2492,Stefan Rueping,65,2
2493,Fabio Ciravegna,65,1
2494,Mary Elaine Califf,65,1
2495,Dayne Freitag,65,1
2496,Hamed Masnadi-shirazi,65,2
2497,Olivier Fercoq,65,5
2498,Dean Foster,65,2
2499,Florencia Reali,65,1
2500,Brochu Eric,65,1
2501,Abhijeet Ghosh,65,1
2502,Paulo M. Engel,65,1
2503,Stephen Bach,65,3
2504,Jenna Wiens,65,2
2505,Alex Strehl,65,1
2506,Christopher De Sa,65,2
2507,Yan Karklin,65,3
2508,Michele Sebag,65,3
2509,Olivier Buffet,65,2
2510,Ariel D. Procaccia,65,3
2511,Ke Chen,65,2
2512,Alan Yuille,65,2
2513,Vincent Thomas,65,2
2514,Roderic Grupen,65,1
2515,Ana L. C. Bazzan,65,1
2516,Lei Li,65,2
2517,Neil Ireson,65,1
2518,Xingjian SHI,65,3
2519,Phillip Isola,65,1
2520,Scott Kuindersma,65,1
2521,Bruno C. da Silva,65,1
2522,Stephen Tu,65,2
2523,Alberto Lavelli,65,1
2524,Eduardo W. Basso,65,1
2525,Brian Wojcik,64,1
2526,Tzu-Kuo Huang,64,6
2527,Jonathan Kelner,64,1
2528,Samuel Daitch,64,1
2529,Daniel Spielman,64,1
2530,Myunghwan Kim,64,2
2531,Ron Weiss,64,2
2532,Liang-Chieh Chen,64,1
2533,Tomer Ullman,64,1
2534,Xinghao Pan,64,4
2535,Mahdokht Masaeli,64,1
2536,Antonio Criminisi,64,3
2537,Soumya Ghosh,64,2
2538,Ankur Parikh,64,1
2539,Xiubo Geng,64,1
2540,Ashesh Jain,64,1
2541,Michael James,64,3
2542,Florian Losch,64,1
2543,Lucas Theis,64,3
2544,Owain Evans,64,1
2545,Alessandro Verri,64,2
2546,Peder Olsen,64,1
2547,Haipeng Luo,64,8
2548,Paolo Viappiani,64,2
2549,Marthinus Du Plessis,64,2
2550,Jing Wang,64,1
2551,Sofia Mosci,64,2
2552,Ran Gilad-Bachrach,64,3
2553,Shixiang Gu,64,3
2554,Owen Macindoe,64,1
2555,Guido Dornhege,64,1
2556,Shlomo Zilberstein*,63,1
2557,Xiao-ming Wu,63,3
2558,Mark van der Wilk,63,2
2559,Andrew Mchutchon,63,1
2560,Arun Rajkumar,63,4
2561,Zhiming Ma,63,2
2562,Babak Shahbaba,63,2
2563,Daniel Ting,63,1
2564,Adel Javanmard,63,4
2565,Nikolay Jetchev,63,2
2566,Bahram Parvin,63,1
2567,Shimon Whiteson,63,3
2568,James Lloyd,63,1
2569,Jason K. Johnson,63,2
2570,Hermann Ney,63,2
2571,Alessandro Rinaldo,63,4
2572,Felix Biessmann,63,2
2573,Nando De Freitas,63,2
2574,Thomas Navin Lal,62,1
2575,Qi Zhao,62,3
2576,Martin Bogdan,62,1
2577,Fuxin Li,62,3
2578,Jurgen Mellinger,62,1
2579,Eric Eaton,62,3
2580,Hongjiang Zhang,62,1
2581,Toni Pitassi,62,2
2582,Andreas P. Streich,62,1
2583,Thilo Hinterberger,62,1
2584,Jens Nilsson,62,1
2585,David Basin,62,1
2586,Shane Griffith,62,1
2587,Afsheen Afshar,62,1
2588,Mario Frank,62,1
2589,Amar Shah,62,5
2590,Thomas,62,1
2591,Terry Caelli,62,1
2592,Wolfgang Rosenstiel,62,1
2593,Hofmann,62,1
2594,Niels Birbaumer,62,1
2595,Sushant Sachdeva,62,2
2596,Kian Ming Chai,62,2
2597,Michael Freedman,62,1
2598,Hubert Preissl,62,1
2599,Gregory Shakhnarovich,62,3
2600,Tian Lin,62,3
2601,Brian Ziebart,62,5
2602,Hado V. Hasselt,62,1
2603,Daniel Hernandez-Lobato,62,6
2604,Andrea L. Thomaz,62,1
2605,N. Jeremy Hill,62,1
2606,Zhourong Chen,61,1
2607,Wenling Shang,61,2
2608,Wang-chun WOO,61,1
2609,Tanya Schmah,61,1
2610,Sheng Chen,61,4
2611,Vishal Verma,61,1
2612,Ioannis Mitliagkas,61,3
2613,Wentai Liu,61,2
2614,Wai-kin Wong,61,1
2615,Tetsuji Kuboyama,61,2
2616,Ben  Taskar,61,1
2617,Kilho Shin,61,2
2618,Leon Gatys,61,1
2619,Amirmohammad Rooshenas,61,1
2620,Chen Chen,61,1
2621,Ross Boczar,61,1
2622,Jonathan Sorg,61,2
2623,Xun Zheng,61,2
2624,Nikhil Rao,61,5
2625,Roman Slowinski,61,2
2626,Ke Jiang,61,2
2627,Naoki Abe,61,1
2628,Robert Nishihara,61,2
2629,Guy Broeck,61,1
2630,Max Simchowitz,61,1
2631,Mahdi Soltanolkotabi,61,1
2632,Matteo Hessel,61,2
2633,Zhi Yang,61,3
2634,Minjie Xu,61,2
2635,Alexander S. Ecker,61,1
2636,Choon Hui Teo,61,1
2637,Stephen Strother,61,1
2638,Steven L. Small,61,1
2639,Ryszard Kowalczyk,60,1
2640,Hongjing Lu,60,6
2641,Oluwasanmi O. Koyejo,60,7
2642,Srikantan Nagarajan,60,2
2643,Dan Feldman,60,3
2644,Roy Frostig,60,5
2645,Julian J. McAuley,60,2
2646,Eduardo Rodrigues Gomes,60,1
2647,Jia Li,60,1
2648,Marco Grzegorczyk,60,1
2649,Falk Lieder,60,2
2650,Shuai Huang,60,2
2651,Jing Li,60,2
2652,Eric Reiman,60,2
2653,Teresa Wu,60,2
2654,Le Lu,60,2
2655,Kewei Chen,60,2
2656,Timothy T. Rogers,60,4
2657,Adam Fleisher,60,2
2658,Yuan Shi,60,1
2659,Adam Berenzweig,60,1
2660,Morteza Alamgir,60,3
2661,Anthony Wirth,60,2
2662,Anders Boesen Lindbo Larsen,60,1
2663,Ye Nan,60,1
2664,Fabian Gieseke,60,2
2665,Robert Calderbank,59,4
2666,Ce Zhang,59,5
2667,Sixin Zhang,59,1
2668,Aaron Sidford,59,4
2669,Richard Nock,59,8
2670,Christian K. Machens,59,6
2671,Felix Yu,59,1
2672,David E. Carlson,59,8
2673,Vitaly Feldman,59,4
2674,Niranjan U N,59,1
2675,Matt Jones,59,3
2676,Yusuke Watanabe,59,2
2677,J. D. Tygar,59,3
2678,Dominic Mazzoni,59,1
2679,Michalis Raptis,59,2
2680,Soeren Laue,59,4
2681,Benyang Tang,59,1
2682,Yoram Singer ,59,1
2683,Dehong Liu,59,2
2684,John W. Fisher III,59,5
2685,Amit Daniely,58,4
2686,Kiyoshi Asai,58,1
2687,Aapo Hyvarinen,58,4
2688,Dan Roy,58,1
2689,Kai Wei,58,4
2690,Tsuyoshi Kato,58,1
2691,Anastasios Kyrillidis,58,5
2692,Ziyu Wang,58,1
2693,Matthias Broecheler,58,2
2694,Zhe Gan,58,5
2695,Chuong Do,58,2
2696,Raif Rustamov,58,2
2697,Chuan-Sheng Foo,58,2
2698,Kwang I. Kim,58,1
2699,Marie desJardins,58,2
2700,Zhenzhong Lan,58,1
2701,Theophane Weber,58,2
2702,Jia Yuan Yu,58,3
2703,Soumen Chakrabarti,58,1
2704,Dimitris Papailiopoulos,58,6
2705,Arvind Agarwal,58,1
2706,Alessandro Bissacco,58,1
2707,Peter Mccracken,58,1
2708,Kyle Kastner,58,1
2709,Xinghua Lou,58,3
2710,Alexander Hauptmann,58,1
2711,Charles Bouman,58,1
2712,Kratarth Goel,58,1
2713,Guangzhi Cao,58,1
2714,Brigham Anderson,58,1
2715,Yuan Shen,58,1
2716,Menachem Fromer,58,1
2717,Thanh Ngo,58,1
2718,Lu Jiang,58,1
2719,Roger Frigola,58,2
2720,Shoou-I Yu,58,1
2721,Mark S. Gilzenrat,57,1
2722,Dmitry Volkinshtein,57,2
2723,Amaury Habrard,57,6
2724,Xiangru Lian,57,3
2725,David Parks,57,1
2726,Samuel M. McClure,57,1
2727,Yichuan Zhang,57,3
2728,Hossein Azari,57,1
2729,Shravan M. Narayanamurthy,57,2
2730,Olivier Pietquin,57,5
2731,Johanna M. Zumer,57,1
2732,Takeshi Yamada,57,3
2733,Arthur Guez,57,3
2734,Taiji Suzuki ,57,1
2735,Amiran Ambroladze,57,1
2736,Huy Nguyen,57,4
2737,Lajanugen Logeswaran,57,1
2738,Michael Bryant,57,1
2739,Rita Goldstein,57,2
2740,Akiko Takeda,57,3
2741,Barry Chai,57,1
2742,Joseph Salmon,57,6
2743,Emilio Parrado-hernandez,57,1
2744,Feng Jiao,57,3
2745,AustinWaters,57,1
2746,Bryan Silverthorn,57,1
2747,Michael S. Lewicki,57,3
2748,Dustin Tran,57,3
2749,Yi Wang,57,3
2750,Thiago B. Costa,56,1
2751,Manuel Watter,56,1
2752,Stanley H. Chan,56,1
2753,Joschka Boedecker,56,1
2754,Forest Agostinelli,56,1
2755,Chris Dyer,56,2
2756,Paul R. Schrater,56,4
2757,Michael R. Anderson,56,1
2758,Ran Gilad-bachrach,56,1
2759,Eric Wang,56,2
2760,Junming Yin,56,3
2761,Pablo Sprechmann,56,4
2762,Mario Christoudias,56,1
2763,Tomasz Trzcinski,56,1
2764,Michael DeWeese,56,2
2765,Brian McFee ,56,1
2766,Susan A. Murphy,56,1
2767,David P. Reichert,56,2
2768,Finale Doshi-Velez,56,2
2769,Anthony M. So,56,2
2770,Lingbo Li,56,2
2771,Azin Ashkan,56,3
2772,Thomas Fuchs,56,2
2773,Hilbert J. Kappen,56,3
2774,Silvia Richter,56,1
2775,Aharon Ben-tal,56,3
2776,Andreas Ziehe,56,3
2777,Peggy Series,56,2
2778,Vincent Lepetit,56,1
2779,Yevgen Voronenko,56,1
2780,Markus Puschel,56,1
2781,Yijun Huang,56,2
2782,Arpad Rimmel,56,1
2783,Celine Brouard,56,1
2784,Florence D'Alche-Buc,56,1
2785,Frederic de Mesmay,56,1
2786,David Buchman,55,1
2787,Dmitry Kamenetsky,55,1
2788,Michele Sebag ,55,1
2789,Silvia Villa,55,2
2790,Arnold Smeulders,55,3
2791,Gabriel Peyre,55,6
2792,Xiaozhi Chen,55,1
2793,Alexander Novikov,55,2
2794,Uri Hasson,55,2
2795,Vincent Q. Vu,55,2
2796,Zhi-ming Ma,55,2
2797,Huimin Ma,55,1
2798,Miguel Rodrigues,55,3
2799,Aimee Zaas,55,1
2800,Joshua Redding,55,1
2801,Andrew G. Berneshawi,55,1
2802,Kaustav Kundu,55,1
2803,Daniel R. Sheldon,55,4
2804,Matyas Brendel,55,1
2805,Christopher W. Woods,55,1
2806,Peter Wild,55,1
2807,Fred A. Hamprecht,55,3
2808,Adam Arkin,55,1
