,author,cite_num,paper_num
899,Vibhav Gogate,136,3
900,Wee S. Lee,136,4
901,Venkatesh Saligrama,135,7
902,Jie Luo,135,3
903,Ijaz Akhter,135,1
904,Zhen J. Xiang,135,2
905,Gal Chechik,135,4
906,Sohaib Khan,135,1
907,Ji Liu,134,8
908,Marcello Pelillo,133,2
909,Samuel R. Bulo,133,2
910,Jinbo Xu,133,2
911,Lavi Shpigelman,132,2
912,Eilon Vaadia,132,2
913,Finale Doshi-velez,132,3
914,Zoran Popovic,132,3
915,Paris Smaragdis,132,3
916,Massih Amini,132,2
917,Francesco Orabona,132,7
918,Stefano Soatto,131,5
919,Shiqian Ma,131,2
920,Bill Freeman,131,6
921,Charles Cadieu,131,2
922,Babak Shakibi,131,1
923,Takafumi Kanamori,130,4
924,Kevin Swersky,130,3
925,Po-Ling Loh,130,3
926,Jia Deng,130,2
927,Ling Li,130,1
928,Rebecca Willett,130,3
929,Prem K. Gopalan,130,4
930,Marc Lanctot,129,5
931,Jeff Beck,129,4
932,Minos Garofalakis,128,1
933,Nicolas Vayatis,128,9
934,Anthony Joseph,128,1
935,Donald Goldfarb,128,1
936,Katya Scheinberg,128,1
937,Mathias Berglund,128,3
938,Horst Bunke,128,1
939,Dilan Gorur,128,3
940,Santiago Fernandez,128,1
941,Madhusudana Shashanka,127,2
942,Alina Beygelzimer,127,4
943,Josef Sivic,127,2
944,Daniel Tarlow,127,6
945,Kevin G. Jamieson,126,5
946,John Duchi,126,3
947,Christian Widmer,126,2
948,Shaojun Wang,125,4
949,Steven J. Phillips,125,2
950,Miroslav Dudik,125,2
951,Alfred O. Hero,125,5
952,Liang Sun,125,4
953,Mikko Honkala,125,2
954,Andrew E. Waters,125,1
955,Youngmin Cho,125,2
956,Aswin C. Sankaranarayanan,125,1
957,Xuejun Liao,125,6
958,Yiming Ying,125,4
959,Tom Erez,125,2
960,Mate Lengyel,124,11
961,Karl Rohe,124,2
962,Harri Valpola,124,2
963,Colin Campbell,124,2
964,Antti Rasmus,124,2
965,Nan Ye,124,3
966,Matthew Blaschko,124,5
967,Yudong Chen,123,3
968,Alexander C. Berg,123,1
969,Vicki Cheung,123,1
970,Alec Radford,123,1
971,Weihao Kong,123,1
972,Sanjeev Satheesh,123,1
973,Gregory F. Cooper,123,1
974,Daniel B. Neill,123,1
975,Jose Miguel Hernandez-Lobato,122,5
976,Rosie Jones,122,1
977,Ragesh Jaiswal,122,1
978,Andre Wibisono,122,4
979,Ben Carterette,122,1
980,Sudheendra Vijayanarasimhan,122,2
981,Stephane Ross,121,3
982,Srinivas C. Turaga,121,2
983,Vikas Singh,121,8
984,Carl Edward Rasmussen,121,4
985,Philipp Hennig,121,6
986,Winfried Denk,121,2
987,Moritz N. Helmstaedter,121,2
988,Zhandong Liu,121,3
989,Jost Tobias Springenberg,120,2
990,Michael Wakin,120,1
991,Thomas Hofmann,120,3
992,Kaushik Sinha,119,3
993,William F. Whitney,119,1
994,Amir M. Farahmand,119,2
995,Junhua Mao,119,3
996,Odalric Maillard,118,3
997,Kwabena Boahen,118,2
998,Yael Niv,118,3
999,Alan Fern,117,6
1000,Lei Zhang,117,3
1001,Salah Rifai,117,1
1002,Justin Kearns,117,1
1003,Xavier Muller,117,1
1004,Mateusz Malinowski,117,1
1005,Justin Driemeyer,117,1
1006,Steffen Bickel,117,2
1007,Feng Liang,116,4
1008,Ning Chen,116,2
1009,Alexandru Balan,116,1
1010,D. McAllester,116,1
1011,M. Belkin,116,1
1012,Y. Altun,116,1
1013,Jeff G. Schneider,115,4
1014,Matthieu Courbariaux,115,2
1015,Rui M. Castro,115,2
1016,Zheng Zhao,115,1
1017,Animashree Anandkumar,115,3
1018,Konrad Grzeska,114,1
1019,Ashia C. Wilson,114,1
1020,Max Sagebaum,114,1
1021,Nicholas Boyd,114,1
1022,Carmen Vidaurre,114,1
1023,Stephen J. Roberts,114,3
1024,Michael Schroder,114,1
1025,Masayuki Karasuyama,114,3
1026,Beat Flepp,113,1
1027,Dmitriy Serdyuk,113,1
1028,Jan Ben,113,1
1029,Francesco Dinuzzo,113,2
1030,Urs Muller,113,1
1031,Dzmitry Bahdanau,113,1
1032,Mauricio Alvarez,113,2
1033,Jan K. Chorowski,113,1
1034,Andrew Goldberg,112,1
1035,Peter Hoff,112,1
1036,David C. Parkes,112,6
1037,Jun Wang,112,3
1038,John Winn,112,5
1039,Alexandros Kalousis,112,3
1040,Junming Xu,112,1
1041,Dmitry Malioutov,112,2
1042,Hariharan Narayanan,112,3
1043,Cyril Goutte,111,1
1044,Siwei Lyu,111,7
1045,Yi Zhang,111,3
1046,Carl Vondrick,111,5
1047,Adam Woznica,111,2
1048,Jonathan Masci,111,3
1049,Vittorio Murino,111,4
1050,Gerhard Neumann,111,4
1051,Jin Yu,110,4
1052,Kristina Toutanova,110,1
1053,Joseph K. Bradley,110,3
1054,Mathias Drton,110,2
1055,Gergely Neu,110,6
1056,Cordelia Schmid,110,2
1057,Marcello Restelli,110,4
1058,Yaakov Engel,110,2
1059,Stephen Tyree,110,1
1060,Dor Kedem,110,1
1061,Woonhyun Nam,109,1
1062,Peter V. Gehler,109,2
1063,Kevin Waugh,109,2
1064,Thomas P. Hayes,109,1
1065,Gabriele Schweikert,109,1
1066,Joon Hee Han,109,1
1067,Martin Takac,109,2
1068,Varsha Dani,109,1
1069,Noam Shazeer,109,1
1070,Jue Wang,108,2
1071,Jonathan Terhorst,108,1
1072,Lirong Xia,108,3
1073,Virginia Smith,108,1
1074,Nathan D. Ratliff,108,1
1075,Joel Chestnutt,108,1
1076,Sonia A. Bhaskar,108,1
1077,Huahua Wang,108,4
1078,Sanjay Krishnan,108,1
1079,Joseph J. Lim,108,2
1080,Fabian H. Sinz,108,3
1081,Mikhail Traskin,107,1
1082,Kevin P. Murphy,107,4
1083,Nan Ding,107,6
1084,Duy Nguyen-tuong,107,1
1085,Mengye Ren,107,1
1086,Murat Dundar,106,2
1087,Ravi Kumar,106,3
1088,Wei Fan,106,2
1089,Jianchang Mao,106,1
1090,Ruofei Zhang,106,1
1091,Congcong Li,105,2
1092,Tomoharu Iwata,105,5
1093,Jie Zhou,105,1
1094,Leonidas J. Guibas,105,4
1095,Bart Selman,105,6
1096,Tsuhan Chen,105,2
1097,Yuxin Chen,105,1
1098,Haoyuan Gao,105,1
1099,Mohammad J. Saberian,105,2
1100,Zhiheng Huang,105,1
1101,Hamed Pirsiavash,104,3
1102,Jalal Fadili,104,4
1103,Matthew W. Hoffman,104,2
1104,Ronny Luss,103,2
1105,Yisong Yue,103,3
1106,Qihui Zhu,103,1
1107,Gary Huang,103,1
1108,Marwan Mattar,103,1
1109,Garvesh Raskutti,103,3
1110,Nicolo Cesa-bianchi,103,6
1111,Erik G. Learned-miller,103,1
1112,Bernhard Nessler,102,3
1113,Xavier Bresson,102,4
1114,Jean-Pierre David,102,1
1115,Daphna Weinshall,102,4
1116,Polina Golland,102,3
1117,Devi Parikh,102,2
1118,Daniel Zoran,102,4
1119,Jimmy SJ Ren,102,2
1120,Li Xu,102,2
1121,Byron Boots,102,3
1122,Changyou Chen,102,5
1123,Jiawei Han,101,3
1124,Eyke Hullermeier,101,4
1125,Wei Chen,101,6
1126,Faustino Gomez,101,2
1127,Wangmeng Zuo,101,2
1128,Xu-dong Zhang,101,1
1129,De-sheng Wang,101,1
1130,Douglas Aberdeen,101,3
1131,David A. Knowles,101,3
1132,Ashish Sabharwal,101,6
1133,Dhruv Batra,100,5
1134,Weike Pan,100,1
1135,Jost Springenberg,100,2
1136,Christopher Meek,100,5
1137,Yu-feng Li,100,1
1138,Avishek Saha,100,1
1139,Yizao Wang,100,1
1140,Chonghai Hu,100,1
1141,Thomas Buhler,100,1
1142,Yarin Gal,99,2
1143,Mario Marchand,99,5
1144,Shijun Wang,99,1
1145,Yang Zhou,99,1
1146,Rebecca Saxe,99,1
1147,John Schulman,99,3
1148,Carla P. Gomes,98,5
1149,Marc Toussaint,98,3
1150,Wei Zhang,98,2
1151,Nicolas Boumal,98,2
1152,Boqing Gong,98,3
1153,Michiel Hermans,98,1
1154,Pedro O. Pinheiro,97,1
1155,Kohei Hayashi,97,4
1156,Florian Steinke,97,3
1157,Jianke Zhu,97,3
1158,Chang-shui Zhang,97,3
1159,Ozgur Simsek,97,2
1160,Cun-hui Zhang,97,4
1161,Uri Shalit,97,2
1162,Jonathan Huang,96,4
1163,Hao Xu,96,1
1164,Deepak Agarwal,96,2
1165,Emile Richard,96,6
1166,Roland Memisevic,96,3
1167,Alexandre D'aspremont,96,2
1168,Sven Dickinson,96,1
1169,Trevor J. Hastie,96,3
1170,Glenn M. Fung,96,1
1171,Piotr Koniusz,96,1
1172,Seyoung Kim,96,4
1173,Mehrdad Farajtabar,95,3
1174,Delbert Dueck,95,1
1175,Andrew Cotter,95,3
1176,Niao He,95,3
1177,Ming-Hsuan Yang,95,2
1178,Michael I. Mandel,95,1
1179,Linda G. Shapiro,95,1
1180,Ben Calderhead,95,3
1181,Dahua Lin,95,3
1182,Shulin Yang,95,2
1183,Aurelien Garivier,95,2
1184,Daniel P. Ellis,95,1
1185,Oliver Stegle,95,3
1186,Marijn F. Stollenga,95,2
1187,Rong Ge,95,2
1188,Edouard Grave,95,1
1189,David Barber,95,5
1190,Nakul Verma,94,2
1191,Tom Heskes,94,4
1192,Adler J. Perotte,94,2
1193,Hal Daume III,94,4
1194,Sam Patterson,94,1
1195,Peder A. Olsen,94,3
1196,Zhaoran Wang,94,11
1197,Jingrui He,94,2
1198,Olivier Cappe,94,2
1199,S. Zahnd,93,1
1200,Jing Lei,93,2
1201,P. Lichtsteiner,93,1
1202,Srikanth Jagabathula,93,4
1203,S. C. Liu,93,1
1204,Wee Sun Lee,93,4
1205,T. Delbruck,93,1
1206,H. Kolle Riis,93,1
1207,F. Gomez-Rodriguez,93,1
1208,Will Zou,93,1
1209,Meire Fortunato,93,1
1210,R. Paz-Vicente,93,1
1211,Meirav Galun,93,1
1212,Sung Ju Hwang,93,3
1213,A. Linares-Barranco,93,1
1214,R. Serrano-Gotarredona,93,1
1215,Mayank Kabra,93,1
1216,M. Oster,93,1
1217,Feng Yan,93,2
1218,Zhaosong Lu,92,2
1219,Shih-Fu Chang,92,2
1220,Alain Rakotomamonjy,92,2
1221,Naonori Ueda,92,3
1222,Mauro Maggioni,92,1
1223,Lanier Benkard,92,1
1224,Gabriel Y. Weintraub,92,1
1225,Tomasz Malisiewicz,92,1
1226,Mark Lee,92,1
1227,Mitesh Khapra,91,1
1228,Jason V. Davis,91,1
1229,Karsten Borgwardt,91,5
1230,Krikamol Muandet,91,2
1231,Vikash K. Mansinghka,91,3
1232,Parikshit Ram,91,3
1233,Fredrik Lindsten,91,3
1234,Amrita Saha,91,1
1235,Sarath Chandar A P,91,1
1236,Balaraman Ravindran,91,1
1237,Pietro Berkes,91,4
1238,Longin J. Latecki,91,5
1239,Simon Gunter,91,1
1240,Silvia Chiappa,91,3
1241,Sarah Filippi,91,1
1242,Jurgen V. Gael,91,1
1243,Ronald Parr,91,2
1244,Daan Wierstra,91,3
1245,Joao P. Costeira,90,1
1246,Alexandre Bernardino,90,1
1247,Ricardo S. Cabral,90,1
1248,Yichao Lu,90,3
1249,Chenxi Lin,90,2
1250,Hannes Nickisch,90,2
1251,Wei Liu,90,2
1252,Ningyi Xu,90,1
1253,Jiaya Jia,90,2
1254,Yizhou Sun,89,1
1255,Joe Zachariah,89,1
1256,Noah A. Smith,89,3
1257,Jing Gao,89,1
1258,Scott Roy,89,1
1259,Weiwei Cheng,89,2
1260,Raghu Ramakrishnan,89,1
1261,Seung-taek Park,89,1
1262,Willem Waegeman,89,2
1263,Nitin Motgi,89,1
1264,Pradheep Elango,89,1
1265,Bee-chung Chen,89,1
1266,Heiko Strathmann,88,2
1267,Martha White,88,4
1268,Sergio Guadarrama,88,1
1269,Cun Mu,88,1
1270,Kihyuk Sohn,88,3
1271,Judy Hoffman,88,1
1272,Anna E. Choromanska,88,2
1273,Gunhee Kim,88,2
1274,Eric S. Tzeng,88,1
1275,Jeff Donahue,88,1
1276,Ronghang Hu,88,1
1277,Simon Setzer,88,2
1278,Nicholas Bartlett,87,2
1279,Deepayan Chakrabarti,87,2
1280,Yirong Shen,87,1
1281,Jose M. Hernandez-lobato,87,4
1282,Kenneth W. Church,87,2
1283,Pierre-antoine Manzagol,87,1
1284,Sasha Rakhlin,86,3
1285,Filip Radlinski,86,1
1286,Qihang Lin,86,3
1287,Steven Rennie,86,2
1288,Andrew W. Fitzgibbon,86,1
1289,Eli Upfal,86,1
1290,Deqing Sun,86,1
1291,Antonio Sutera,85,1
1292,Peter Orbanz,85,2
1293,Mohsen Hejrati,85,1
1294,Pierre Geurts,85,1
1295,Gilles Louppe,85,1
1296,Louis Wehenkel,85,1
1297,Laurent Zwald,85,1
1298,Danial Lashkari,85,2
1299,Joshua W. Robinson,85,1
1300,Ian Osband,85,4
1301,Ashish Kapoor,85,4
1302,Michael Pfeiffer,85,3
1303,Joshua L. Moore,85,1
1304,Arnd C. Kanig,85,1
1305,Alexander J. Hartemink,85,1
1306,Tuo Zhao,85,6
1307,Richard E. Turner,85,5
1308,Il Memming Park,84,7
1309,Thomas Griffiths,84,3
1310,Fabian L. Wauthier,84,3
1311,Anton Hengel,84,1
1312,Deanna Needell,84,1
1313,Pascal Germain,84,4
1314,Junae Kim,84,1
1315,Kaizhu Huang,84,1
1316,Rachel Ward,84,1
1317,Adarsh Kowdle,83,1
1318,Amin Karbasi,83,5
1319,Ozan Irsoy,83,1
1320,Alexandre Lacasse,83,3
1321,Chiranjib Bhattacharyya,83,7
1322,Chang D. Yoo,83,2
1323,Zhirong Yang,83,3
1324,Qiuhua Liu,83,1
1325,Claire Cardie,83,1
1326,William D. Smart,83,1
1327,Anton Chechetka,82,2
1328,Rocco Servedio,82,6
1329,Stephen Becker,82,3
1330,Stephane Canu,82,1
1331,Pierre-antoine Absil,82,1
1332,Xiaoshi Wang,82,1
1333,Andrea Caponnetto,82,1
1334,Yann Dauphin,82,2
1335,Fabian J. Theis,82,1
1336,Stephan J. Clemenccon,81,5
1337,Indraneel Mukherjee,81,2
1338,Shay B. Cohen,81,3
1339,Joseph L. Austerweil,81,6
1340,Junhyuk Oh,81,1
1341,Aditya Khosla,81,2
1342,Lei Yuan,81,1
1343,Fang Han,80,5
1344,Nicolo Cesa-Bianchi,80,4
1345,David Uminsky,80,2
1346,Florent Krzakala,80,5
1347,Russell Poldrack,80,2
1348,Thomas Laurent,80,3
1349,Yu Zhang,80,3
1350,Genevera Allen,79,1
1351,Dirk Husmeier,79,2
1352,Bo Xie,79,2
1353,Lars K. Hansen,79,4
1354,Andrew Wilson,78,2
1355,Charles Isbell,78,2
1356,Oren Boiman,78,1
1357,Deepti Pachauri,78,3
1358,Ran El-Yaniv,78,5
1359,Umut Simsekli,78,2
1360,Amir-massoud Farahmand,78,2
1361,Yi Zhen,78,1
1362,Michal Irani,78,1
1363,Karen A. Glocer,78,1
1364,Brendan McMahan,78,3
1365,Shengbo Guo,78,2
1366,Scott E. Reed,78,3
1367,Alexander L. Strehl,78,2
1368,Yuekai Sun,78,4
1369,Prasad Tadepalli,78,5
1370,Vincent Delaitre,77,1
1371,Greg Hamerly,77,1
1372,Peter Grunwald,77,6
1373,Seung-jean Kim,77,1
1374,Alessandro Magnani,77,1
1375,Bing Bai,77,2
1376,Yu Feng,77,1
1377,Richard Turner,77,4
1378,Patrick Gallinari,77,3
1379,Yevgeny Seldin,77,4
1380,Deepak Verma,77,2
1381,Baharan Mirzasoleiman,77,3
1382,David Woodruff,77,6
1383,Ivan Laptev,77,1
1384,Bruno Scherrer,76,4
1385,Alexandre Bouchard-cete,76,7
1386,Botond Cseke,76,3
1387,Xin Chen,76,1
1388,Freeman Rawson,76,1
1389,Bing Yu,76,1
1390,Rajarshi Das,76,1
1391,Gerald Tesauro,76,1
1392,Gregory Zelinsky,76,1
1393,Mauricio Araya,76,2
1394,Weijie Su,76,1
1395,Sandeep Pandey,76,1
1396,Charles Lefurgy,76,1
1397,David Levine,76,1
1398,Hoi Chan,76,1
1399,Bernt Schiele,76,4
1400,Christopher Olston,76,1
1401,Stefan Harmeling,76,1
1402,Jeffrey Kephart,76,1
1403,Yichuan Tang,76,2
1404,Hirsch Michael,76,1
1405,Ming Yuan,76,1
1406,Jorge Silva,75,3
1407,Pierre Dangauthier,75,1
1408,Anastasios Zouzias,75,1
1409,Ali T. Cemgil,75,1
1410,Manqi Zhao,75,1
1411,Dror Baron,75,1
1412,David P. Capel,75,1
1413,Shriram Sarvotham,75,1
1414,Michael B. Wakin,75,1
1415,Krzysztof J. Dembczynski,75,1
1416,Kenan Y. Yilmaz,75,1
1417,John W. Fisher,75,2
1418,Lyndsey C. Pickup,75,1
1419,Avrim Blum,75,5
1420,Jiajun Wu,75,3
1421,Jorge Nocedal,75,2
1422,Richard G. Baraniuk,75,1
1423,Pascal Fua,74,3
1424,Jonathan L. Long,74,1
1425,Maryam Mahdaviani,74,2
1426,Sergey Karayev,74,2
1427,Jennifer Tam,74,1
1428,Figen Oztoprak,74,1
1429,David Forsyth,74,4
1430,Ning Zhang,74,1
1431,Noemie Elhadad,74,1
1432,Jiri Simsa,74,1
1433,Tim Lillicrap,74,3
1434,Sean Hyde,74,1
1435,Luis V. Ahn,74,1
1436,Yoshinobu Kawahara,74,6
1437,Jie Wang,74,4
1438,Martin Kiefel,74,1
1439,Lumin Zhang,74,1
1440,Stuart J. Russell,74,6
1441,Kevin Briggman,74,1
1442,Tai Qin,74,1
1443,Zhenyue Zhang,73,2
1444,Celine Levy-leduc,73,1
1445,Chenlei Leng,73,5
1446,Bo Dai,73,2
1447,Michael D. Lee,73,2
1448,Gabriel Curio,73,2
1449,Sungwoong Kim,73,1
1450,Robert A. Legenstein,73,5
1451,Tommi Jaakkola,73,6
1452,Hagai T. Attias,73,3
1453,Joachim M. Buhmann,73,5
1454,Yao-nan Chen,73,1
1455,John V. Guttag,73,3
1456,Robert V. Lindsey,73,4
1457,Kensuke Sekihara,73,3
1458,Phil Long,72,5
1459,Tengyu Ma,72,4
1460,Adhiraj Somani,72,1
1461,Andreas Geiger,72,1
1462,Christian Wojek,72,1
1463,Oliver Williams,72,2
1464,Anil K. Jain,72,2
1465,Jaime G. Carbonell,72,1
1466,Shuhang Gu,72,1
1467,Zhi-Quan Luo,72,3
1468,Xiangchu Feng,72,1
1469,Peter Stobbe,72,1
1470,George Alvarez,71,1
1471,Yan Duan,71,2
1472,Thomas G. Dietterich,71,3
1473,Josip Djolonga,71,4
1474,Xiaoli Z. Fern,71,3
1475,Rein Houthooft,71,2
1476,Akshay Balsubramani,71,3
1477,Agnes Radl,71,1
1478,Varun Sharma,71,1
1479,Sean Holden,71,2
1480,Alessandro Perina,71,3
1481,Antoni B. Chan,71,2
1482,Andrew Naish-guzman,71,2
1483,Lyle Ungar,71,2
1484,Raman Arora,70,4
1485,Pierre Baldi,70,2
1486,Peter J. Sadowski,70,2
1487,Fernando Perez-Cruz,70,5
1488,Sylvain Arlot,70,2
1489,Robert E. Tillman,70,2
1490,Adam Kalai,70,3
1491,Harold Pashler,70,4
1492,David Pfau,70,3
1493,Natasha Mohanty,70,1
1494,Isabel Valera,70,5
1495,Nikos Paragios,70,2
1496,Russell Greiner,70,4
1497,Dan Ventura,70,2
1498,Rama Chellappa,70,3
1499,Alexandros Paraschos,70,1
1500,Christian Daniel,70,1
1501,Xuerui Wang,70,1
1502,Balaji Lakshminarayanan,70,2
1503,Siamac Fazli,70,2
1504,Ivor W. Tsang,69,1
1505,Harm de Vries,69,1
1506,Erkki Oja,69,2
1507,Robert C. Williamson,69,4
1508,Rik Sarkar,69,1
1509,Yu-Xiang Wang,69,3
1510,Mark D. Reid,69,5
1511,Wouter M. Koolen,69,9
1512,Daniil Ryabko,69,4
1513,Luc V. Gool,69,4
1514,Andrea Bonarini,69,1
1515,Anant Raj,68,1
1516,Peggy Hackney,68,1
1517,Andras Gyargy,68,5
1518,Laurent Charlin,68,2
1519,Christopher C. Johnson,68,1
1520,Rie Kubota Ando,68,1
1521,Amarnag Subramanya,68,1
1522,David Wingate,68,3
1523,Kevin Tang,68,1
1524,Robert D. Skeel,68,1
1525,Vignesh Ramanathan,68,1
1526,Andrew M. Dai,68,1
1527,Youhan Fang,68,1
1528,Ryan Babbush,68,1
1529,Matthew Botvinick,68,3
1530,Hartmut Neven,68,1
1531,Kevin Bleakley,67,1
1532,Dirk Walther,67,2
1533,Fabian Triefenbach,67,1
1534,Brendan Frey,67,1
1535,Jean-pierre Martens,67,1
1536,Yichen Wang,67,3
1537,Jacob D. Abernethy,67,5
1538,Michael Saunders,67,2
1539,Hossein Azari Soufiani,67,3
1540,Diane Beck,67,2
1541,Varun Kanade,67,4
1542,Tim V. Erven,67,3
1543,Mu Li,67,1
1544,David G. Andersen,67,1
1545,Sajid M. Siddiqi,67,1
1546,Azarakhsh Jalalvand,67,1
1547,Donghui Yan,67,1
1548,Duan Tran,66,1
1549,Shiguang Shan,66,2
1550,Mingjun Zhong,66,3
1551,Dmitry P. Vetrov,66,3
1552,Merlise Clyde,66,1
1553,Harikrishna Narasimhan,66,4
1554,Dinesh Jayaraman,66,1
1555,David MacKay,66,2
1556,Kevin Lang,66,1
1557,Abhay Jha,66,1
1558,Risi Kondor,66,5
1559,Alexandra Meliou,66,1
1560,Dan Suciu,66,1
1561,David A. Forsyth,66,1
1562,Cheng S. Ong,66,1
1563,Hongzhou Lin,66,1
1564,Joel Z. Leibo,66,3
1565,Judea Pearl,66,5
1566,Artin Armagan,66,1
1567,Ariel D. Procaccia,65,3
1568,Alex Strehl,65,1
1569,Abhijeet Ghosh,65,1
1570,Ke Chen,65,2
1571,Xingjian SHI,65,3
1572,Scott Kuindersma,65,1
1573,Yan Karklin,65,3
1574,Florencia Reali,65,1
1575,Lenka Zdeborova,65,4
1576,Brochu Eric,65,1
1577,Roderic Grupen,65,1
1578,Hamed Masnadi-shirazi,65,2
1579,Phillip Isola,65,1
1580,Zhihua Zhang,65,6
1581,Jenna Wiens,65,2
1582,Ashesh Jain,64,1
1583,Francois Fleuret,64,6
1584,Soumya Ghosh,64,2
1585,Jing Wang,64,1
1586,Behnam Neyshabur,64,4
1587,Florian Losch,64,1
1588,Xiubo Geng,64,1
1589,Xinghao Pan,64,4
1590,Brian Wojcik,64,1
1591,Guido Dornhege,64,1
1592,Antonio Criminisi,64,3
1593,Peter Wonka,64,3
1594,Owen Macindoe,64,1
1595,Tomer Ullman,64,1
1596,Peter Frazier,64,2
1597,Shivani Agarwal,64,6
1598,Kazuyuki Aihara,64,1
1599,Owain Evans,64,1
1600,Yanyan Lan,63,2
1601,Andrew Mchutchon,63,1
1602,Mark van der Wilk,63,2
1603,Jason K. Johnson,63,2
1604,James Lloyd,63,1
1605,Xiao-ming Wu,63,3
1606,Stephen Bach,62,2
1607,Kaushik Subramanian,62,1
1608,Michael Freedman,62,1
1609,Li Cheng,62,1
1610,Hado V. Hasselt,62,1
1611,Andrea L. Thomaz,62,1
1612,Samory Kpotufe,62,6
1613,Terry Caelli,62,1
1614,Afsheen Afshar,62,1
1615,Hongjiang Zhang,62,1
1616,Jonathan Scholz,62,1
1617,Marc Bellemare,62,3
1618,Toni Pitassi,62,2
1619,Shane Griffith,62,1
1620,Sushant Sachdeva,62,2
1621,Leon Gatys,61,1
1622,Vishal Verma,61,1
1623,Guy Broeck,61,1
1624,Yunchao Gong,61,1
1625,Anand Sarwate,61,1
1626,Tanya Schmah,61,1
1627,Ardavan Saeedi,61,2
1628,Steven L. Small,61,1
1629,Grzegorz Swirszcz,61,1
1630,Alexander S. Ecker,61,1
1631,Zhourong Chen,61,1
1632,Naoki Abe,61,1
1633,Stephen Strother,61,1
1634,Zhi Yang,61,3
1635,Wai-kin Wong,61,1
1636,Tom Schaul,61,2
1637,Qi Zhao,61,2
1638,Wang-chun WOO,61,1
1639,Minjie Xu,61,2
1640,Chen Chen,61,1
1641,Wentai Liu,61,2
1642,Eric Price,61,2
1643,Sheng Chen,61,4
1644,Xun Zheng,61,2
1645,Ke Jiang,61,2
1646,Junzhou Huang,61,1
1647,Nikhil Rao,61,5
1648,Bohyung Han,60,2
1649,Zhenguo Li,60,3
1650,Shuai Huang,60,2
1651,Eric Reiman,60,2
1652,Hirotaka Hachiya,60,2
1653,Teresa Wu,60,2
1654,Adam Fleisher,60,2
1655,Falk Lieder,60,2
1656,Hongjing Lu,60,6
1657,Mukund Narasimhan,60,1
1658,Kewei Chen,60,2
1659,Oluwasanmi O. Koyejo,60,7
1660,Dan Feldman,60,3
1661,Jing Li,60,2
1662,Marco Grzegorczyk,60,1
1663,Malik Magdon-Ismail,59,6
1664,Barbara Caputo,59,1
1665,Christian K. Machens,59,6
1666,Niranjan U N,59,1
1667,Yusuke Watanabe,59,2
1668,David E. Carlson,59,8
1669,Jinfeng Yi,59,2
1670,Arnaud Doucet,59,4
1671,Matt Jones,59,3
1672,Ce Zhang,59,5
1673,Sinisa Todorovic,59,2
1674,Sixin Zhang,59,1
1675,Michalis Raptis,59,2
1676,Vitaly Feldman,59,4
1677,John W. Fisher III,59,5
1678,Roi Livni,59,2
1679,Yousef Saad,58,1
1680,Thanh Ngo,58,1
1681,Menachem Fromer,58,1
1682,Tsuyoshi Kato,58,1
1683,Alessandro Bissacco,58,1
1684,Shoou-I Yu,58,1
1685,Theophane Weber,58,2
1686,Junyoung Chung,58,2
1687,Ron Meir,58,6
1688,Alexander Hauptmann,58,1
1689,Dan Cornford,58,1
1690,Yuan Shen,58,1
1691,Zhenzhong Lan,58,1
1692,Deyu Meng,58,1
1693,Lise Getoor,58,2
1694,Lu Jiang,58,1
1695,Samuel Gerber,58,1
1696,Arvind Agarwal,58,1
1697,Peter Mccracken,58,1
1698,Guangzhi Cao,58,1
1699,Charles Bouman,58,1
1700,Dan Roy,58,1
1701,Kiyoshi Asai,58,1
1702,Vladimir Kolmogorov,58,2
1703,Matthias Broecheler,58,2
1704,Roger Frigola,58,2
1705,Kyle Kastner,58,1
1706,Kratarth Goel,58,1
1707,Kwang I. Kim,58,1
1708,Shravan M. Narayanamurthy,57,2
1709,Zheng Qu,57,1
1710,Lucas Theis,57,2
1711,Arthur Guez,57,3
1712,Dmitry Volkinshtein,57,2
1713,Scott Sanner,57,2
1714,David Parks,57,1
1715,Marc Pollefeys,57,2
1716,Rita Goldstein,57,2
1717,Mark S. Gilzenrat,57,1
1718,Samuel M. McClure,57,1
1719,Branislav Kveton,57,3
1720,Barry Chai,57,1
1721,Michael Bryant,57,1
1722,Rajesh Ranganath,57,3
1723,Michael S. Lewicki,57,3
1724,Peter Richtarik,57,1
1725,Yichuan Zhang,57,3
1726,Amiran Ambroladze,57,1
1727,Anton Osokin,57,2
1728,Hossein Azari,57,1
1729,Xiangru Lian,57,3
1730,Pascal Poupart,57,6
1731,Johanna M. Zumer,57,1
1732,Emilio Parrado-hernandez,57,1
1733,Thiago B. Costa,56,1
1734,Stanley H. Chan,56,1
1735,Lijun Zhang,56,2
1736,Andreas Ziehe,56,3
1737,Michael R. Anderson,56,1
1738,Forest Agostinelli,56,1
1739,John Lafferty,56,5
1740,Yijun Huang,56,2
1741,Tomasz Trzcinski,56,1
1742,Peggy Series,56,2
1743,Paul R. Schrater,56,4
1744,David P. Reichert,56,2
1745,Ran Gilad-bachrach,56,1
1746,Mario Christoudias,56,1
1747,Silvia Richter,56,1
1748,Joschka Boedecker,56,1
1749,Manuel Watter,56,1
1750,Vincent Lepetit,56,1
1751,Hilbert J. Kappen,56,3
1752,Sashank J. Reddi,56,5
1753,Jeff Schneider,56,6
1754,Yan Liu,56,4
1755,Samuel Gershman,56,3
1756,Anthony M. So,56,2
