,author,cite_num,paper_num
903,Martin Szummer,108,1
904,Tom Schaul,108,3
905,David Cox ,108,1
906,Hyun Oh Song,108,2
907,Phil Blunsom,107,2
908,Charles Sutton,107,2
909,Yoram Bachrach,107,1
910,Tom Minka,107,1
911,Wei Bi,107,1
912,Sanjay Purushotham,107,1
913,Tiberio Caetano,107,2
914,Xiao Lin,106,2
915,Wenlin Chen,106,2
916,Caglar Gulcehre,106,2
917,Tao Wang,106,1
918,Kurt De Grave,106,1
919,Paul Ruvolo,106,2
920,Donald Goldfarb,106,2
921,Aharon Bar Hillel,105,2
922,Fan Guo,105,1
923,Bharath Hariharan,105,1
924,Aaron Van den Oord,105,1
925,Lihi Zelnik-Manor,105,1
926,Risi Kondor,105,3
927,S. V. N. Vishwanathan,105,1
928,Pushmeet Kohli,104,2
929,Vladimir Kolmogorov,104,2
930,Aditya Bhaskara,104,2
931,Alexandre Lacasse,103,1
932,Amit Prakash,103,1
933,Volkan Cevher,103,2
934,Si Si,103,3
935,Sean M. Gerrish,103,1
936,Cheng Soon Ong,102,6
937,Andre Cohen,102,1
938,Scott Reed,102,2
939,Stefan Schaal,102,3
940,Alex D. Holub,101,1
941,Freek Stulp,101,1
942,John Wright,101,2
943,Miroslav Dudik,101,2
944,Chunhua Shen,101,2
945,Huahua Wang,101,1
946,Peter V. Gehler,101,1
947,Niao He,101,1
948,Long Tran,101,1
949,Vladlen Koltun,101,2
950,John Shawe-Taylor,100,3
951,Vladimir Jojic,100,1
952,Umar Syed,100,4
953,David MacKay,99,1
954,Soren Kaae Sonderby,99,2
955,Ole Winther,99,2
956,Quoc Viet Le,99,1
957,Yang Yuan ,98,1
958,Marc Lanctot,98,3
959,Yajun Wang,98,1
960,Stefano Ermon,97,7
961,Joydeep Ghosh,97,4
962,Wee Sun Lee,96,3
963,Franz Pernkopf,96,2
964,Liang Sun,96,2
965,Thomas Deselaers,96,2
966,Nathan Nan Liu,95,1
967,Ludwig M. Busse,95,1
968,Peter Orbanz,95,1
969,Arik Azran,95,2
970,Kun Zhang,94,5
971,Xi Chen,94,4
972,Arto Klami,94,2
973,Rene Vidal,94,4
974,Zhaosong Lu,94,2
975,Kurt Driessens,94,2
976,Vojtech Franc,93,2
977,Joelle Pineau,93,2
978,Karsten Borgwardt,93,2
979,David Stern,93,2
980,Sham M. Kakade,93,1
981,Alexandre Klementiev,93,1
982,Feiping Nie,93,4
983,Heng Huang,93,4
984,Bao-Gang Hu,92,1
985,Cun Mu,92,1
986,Bo Huang,92,1
987,Anind K. Dey ,92,1
988,Brian D. Ziebart,92,1
989,Xiaoli Fern,92,2
990,Gerald Tesauro,92,1
991,Srinadh Bhojanapalli,92,2
992,James Wilson,92,1
993,Xiao-Tong Yuan,92,1
994,Junyoung Chung,92,1
995,Mark Girolami,91,3
996,Eric Xing ,91,2
997,Kazuyuki Aihara,91,2
998,Michael R. James,90,1
999,Mario Figueiredo,90,1
1000,pedro Aguiar,90,1
1001,Lei Tang,90,1
1002,Padraig Cunningham,90,2
1003,Ariel Kleiner,89,1
1004,Dennis DeCoste,89,1
1005,Negin Nejati,89,1
1006,Sean Gerrish,89,1
1007,Nicholas Kolkin,89,1
1008,John Cunningham,89,5
1009,Xuanlong Nguyen,89,2
1010,Tolga Konik,89,1
1011,Yu Sun,89,1
1012,David Lopez-Paz,89,3
1013,Uwe D. Hanebeck,88,1
1014,Marek Petrik,88,3
1015,Marc Peter Deisenroth,88,1
1016,Aditya Menon,88,4
1017,Darrin P. Lewis,88,1
1018,Richard Zemel,88,1
1019,Leonidas Guibas,88,4
1020,Marco F. Huber,88,1
1021,Maksims Volkovs,88,1
1022,Zeyuan Allen-Zhu,88,3
1023,Michael Kearns,88,4
1024,Juho Rousu,87,2
1025,ozgur Simsek,87,1
1026,Rie Ando,87,1
1027,Shenghuo Zhu,87,3
1028,Andrew G. Barto,87,1
1029,Ruiliang Zhang,87,1
1030,Joel Burdick,86,2
1031,Simon Rogers,86,2
1032,Pierre-Andr_ Savalle,86,1
1033,Emile Richard,86,1
1034,Diederik Kingma,86,2
1035,Edoardo Airoldi,85,5
1036,Daniel Tarlow,85,3
1037,Krikamol Muandet,85,3
1038,Andrew Wilson,85,3
1039,Paolo Frasconi,85,1
1040,Sauro Menchetti,85,1
1041,Stephen Merity,85,1
1042,Caiming Xiong,85,1
1043,Nicholas Kushmerick,85,2
1044,Gabriel Doyle,85,1
1045,Louis Wehenkel,85,3
1046,Jan Gasthaus,85,1
1047,Lancelot James,85,1
1048,Pierre Geurts,85,3
1049,Saharon Rosset,85,2
1050,Istvan Szita,84,2
1051,Francisco Melo,84,1
1052,Ashish Sabharwal,84,3
1053,Donglin Niu,84,1
1054,Ali Ghodsi,84,2
1055,Isabel Ribeiro,84,1
1056,Sean Meyn,84,1
1057,Zaid Harchaoui,84,1
1058,Julien Cornebise,84,1
1059,Jun Liao,84,1
1060,Sandor Szedmak,83,1
1061,Nando Freitas,83,2
1062,Steffen Grunewalder,83,2
1063,Luca Baldassarre,83,2
1064,Quoc V. Le,83,2
1065,Craig Saunders,83,1
1066,Hongbin Zha,83,4
1067,Amit Agarwal,83,1
1068,Oren Rippel,83,2
1069,Eyke Huellermeier,83,3
1070,Rahul Gupta,83,2
1071,Sivaraman Balakrishnan,82,3
1072,Stephan Gouws,82,1
1073,Peter Auer,82,1
1074,Sebastian Nowozin,82,4
1075,Toby Hocking,82,2
1076,Gregoire Mesnil,82,1
1077,Carla Gomes,82,2
1078,Salah Rifai ,82,1
1079,Bruno Da Silva,82,2
1080,John  Langford,81,1
1081,Ron Parr,81,2
1082,Gunjan Gupta,81,2
1083,Krishnamurthy Dvijotham,81,1
1084,Li Cheng,81,3
1085,Gang Wang,81,2
1086,Emanuel Todorov,81,1
1087,Florence d'Alche-Buc,80,2
1088,Benjamin Marlin,80,3
1089,Aria Haghighi,80,1
1090,Jason Wolfe,80,1
1091,Alexandre Gramfort,80,2
1092,Michel Verleysen,80,1
1093,Nicolas Delannay,80,1
1094,Ulrike von Luxburg,80,5
1095,Lisa Wainer,80,1
1096,Mark Herbster,80,1
1097,Yaoliang Yu,80,5
1098,Zhirong Yang,80,3
1099,Zhaoshi Meng,80,2
1100,Andrew Guillory,80,2
1101,Hua-Yan Wang,79,3
1102,Alexander Strehl,79,1
1103,Giovanni Zappella,79,2
1104,Weiran Wang,79,2
1105,Jens Huhn,79,1
1106,Barbara Caputo,79,1
1107,Roman Garnett,79,5
1108,Joseph Keshet,79,1
1109,Lubor Ladicky,79,1
1110,Jennifer Wortman,79,1
1111,Ronald Parr ,78,1
1112,Moritz Hardt,78,2
1113,Kilian Weinberger ,78,1
1114,Ning Chen,78,2
1115,Akshat Surve,78,1
1116,Prabhanjan Kambadur ,78,1
1117,Jan Botha,77,1
1118,Konstantina Palla,77,2
1119,Nicolas Heess,77,1
1120,Sridhar Mahadeva,77,1
1121,Eric Eaton ,77,1
1122,Martin Riedmiller,77,1
1123,Misha Denil,77,3
1124,Pak-Ming Cheung,77,1
1125,David Torres,77,1
1126,Peter Haider,77,4
1127,Steven Hoi,76,1
1128,Ha Quang Minh,76,1
1129,Feng Yan,76,2
1130,Hsuan-Tien Lin,76,4
1131,Zheng Qu,76,3
1132,Milos Radovanovic,76,1
1133,Loris Bazzani,76,2
1134,Chris Holmes,76,1
1135,Joseph Reisinger,76,2
1136,Alexandros Nanopoulos,76,1
1137,Mirjana Ivanovic,76,1
1138,Surya Ganguli,76,2
1139,Bernhard Scho_lkopf,75,2
1140,Shihong Lao,75,1
1141,Erina Takikawa,75,1
1142,Bernardino Romera-Paredes ,75,1
1143,Masato Kawade,75,1
1144,Francois Denis,75,4
1145,C. Seshadhri,75,1
1146,Michal Valko,75,5
1147,Eleni Sgouritsa,75,2
1148,Mr Prabhat,75,2
1149,Andreas Maurer,75,1
1150,Neville Mehta,75,1
1151,Branislav Kveton,75,5
1152,Yong Ma,75,1
1153,Xavier Bresson,74,1
1154,Mu Li,74,1
1155,Kaushik Subramanian,74,2
1156,Zheng Wen,74,5
1157,Yihong Gong,74,1
1158,Bao-Liang Lu,74,1
1159,Hado van Hasselt,73,2
1160,Pinghua Gong,73,2
1161,Ming Zhang,73,1
1162,Taku Kudo,73,1
1163,Nils Plath,73,1
1164,Jian Tang,73,1
1165,Tim Salimans,73,1
1166,Niels Landwehr,73,3
1167,Qiaozhu Mei,73,1
1168,Derek Greene,72,1
1169,Masrour Zoghi,72,2
1170,Yujia Li,72,2
1171,Martin Mu_ller,72,1
1172,Leon Barrett,72,1
1173,Bethany Leffler,72,1
1174,Srinivas Narayanan,72,1
1175,Daryl Lim,72,2
1176,Marcello Restelli,72,2
1177,Seunghoon Hong,71,1
1178,Gregory Z. Grudic,71,1
1179,Hendrik Blockeel,71,1
1180,Tomer Hertz,71,1
1181,Bohyung Han,71,1
1182,Markus Breitenbach,71,1
1183,Tackgeun You,71,1
1184,Suha Kwak,71,1
1185,Andrea Bonarini,71,1
1186,Ashwin Srinivasan,71,1
1187,Yi Feng,71,1
1188,Hong-Jiang Zhang,71,1
1189,Guo-Jun Qi,71,1
1190,Gael Varoquaux,71,2
1191,Surendra K. Singhi,71,1
1192,Jinhui Tang,71,1
1193,Zheng-Jun Zha,71,1
1194,Bertrand Thirion,71,2
1195,Tat-Seng Chua,71,1
1196,Franccois Caron,71,1
1197,Jingrui He,71,1
1198,Borja Balle,71,4
1199,Rick Lawrence,71,1
1200,Yuriy Nevmyvaka,71,2
1201,Jianhua Huang,71,1
1202,Piyush Rai,70,3
1203,Jingdong Wang,70,2
1204,Varsha Dani,70,1
1205,Thomas Desautels,70,1
1206,Tom Hayes,70,1
1207,Alan Qi,70,2
1208,Bernardino Romera-Paredes,70,1
1209,Klaus Greff,70,2
1210,Hairong Liu,70,1
1211,Huan Xu ,69,1
1212,Thomas G. Dietterich,69,1
1213,Hao Wang,69,1
1214,DucDung Nguyen,69,1
1215,Kui Yu,69,1
1216,Wei Ding,69,1
1217,Benigno Uria,69,2
1218,Hongyuan Zha ,69,1
1219,Shuang-Hong Yang,69,1
1220,Tu Bao Ho,69,1
1221,Xindong Wu,69,1
1222,Alex Kulesza,69,2
1223,Alexander Shekhovtsov,69,1
1224,Eric Altendorf,69,1
1225,Jonathan How,69,2
1226,Angelo Restificar,69,1
1227,Gert R. G. Lanckriet,69,1
1228,Sofus A. Macskassy,69,1
1229,Antoni B. Chan,69,1
1230,Foster Provost,69,1
1231,Carsten Rother,69,1
1232,Mostofa Patwary,68,1
1233,Jan Koutnik,68,1
1234,Nadathur Satish,68,1
1235,Matthew D. Mullin,68,1
1236,Matthew Hoffman,68,4
1237,Gerhard Neumann,68,3
1238,Jianxin Wu,68,1
1239,Hiroshi Nakagawa,68,5
1240,David Wipf,67,5
1241,Guosheng Lin,67,1
1242,Makoto Yamada,67,2
1243,Fabio Massimo Zanzotto,67,2
1244,S_ebastian Bubeck,67,1
1245,Tengyao Wang,67,1
1246,Nitin Viswanathan ,67,1
1247,Anton Van den Hengel,67,1
1248,Xi Li,67,1
1249,M. Narasimha Murty,67,3
1250,Anthony Dick ,67,1
1251,Bin Zhao,67,1
1252,Vincent Rabaud,67,1
1253,Bhaskara Marthi,67,1
1254,Martin Takac,65,3
1255,Dayne Freitag,65,1
1256,Stefan Rueping,65,2
1257,Mary Elaine Califf,65,1
1258,Paulo M. Engel,65,1
1259,Fabio Ciravegna,65,1
1260,Animashree Anandkumar,65,3
1261,Alan Yuille,65,2
1262,Eduardo W. Basso,65,1
1263,Ana L. C. Bazzan,65,1
1264,Neil Ireson,65,1
1265,David Wingate,65,4
1266,Dean Foster,65,2
1267,Alberto Lavelli,65,1
1268,Christopher De Sa,65,2
1269,Bruno C. da Silva,65,1
1270,Taiji Suzuki,64,5
1271,Marthinus Du Plessis,64,2
1272,Ankur Parikh,64,1
1273,Ron Weiss,64,2
1274,Ofer Meshi,64,2
1275,Mahdokht Masaeli,64,1
1276,Samuel Daitch,64,1
1277,Liang-Chieh Chen,64,1
1278,Peder Olsen,64,1
1279,Daniel Spielman,64,1
1280,Jonathan Kelner,64,1
1281,Padhraic Smyth,63,3
1282,John C. Duchi,63,1
1283,Nikolay Jetchev,63,2
1284,Lester W. Mackey,63,1
1285,Nando De Freitas,63,2
1286,Daniel Ting,63,1
1287,Bahram Parvin,63,1
1288,Babak Shahbaba,63,2
1289,Yanyan Lan,63,2
1290,Zhiming Ma,63,2
1291,Shlomo Zilberstein*,63,1
1292,Harikrishna Narasimhan,63,5
1293,N. Jeremy Hill,62,1
1294,Arun Rajkumar,62,2
1295,Amir massoud Farahmand,62,1
1296,Rob Fergus,62,2
1297,Thomas Navin Lal,62,1
1298,Michael Schrader,62,1
1299,Thilo Hinterberger,62,1
1300,Hubert Preissl,62,1
1301,Jurgen Mellinger,62,1
1302,Martin Bogdan,62,1
1303,Wolfgang Rosenstiel,62,1
1304,Kian Ming Chai,62,2
1305,Thomas,62,1
1306,Hofmann,62,1
1307,Hai Leong Chieu,62,2
1308,Ling Li,62,1
1309,Eric Eaton,62,3
1310,Jaakko Peltonen,62,2
1311,Niels Birbaumer,62,1
1312,Michele Sebag,62,2
1313,Andreas P. Streich,62,1
1314,Mario Frank,62,1
1315,Ran Gilad-Bachrach,62,2
1316,Jens Nilsson,62,1
1317,David Basin,62,1
1318,Neil Burch,61,2
1319,Chris Eliasmith,61,1
1320,Choon Hui Teo,61,1
1321,Roman Slowinski,61,2
1322,Ben  Taskar,61,1
1323,Kilho Shin,61,2
1324,Tetsuji Kuboyama,61,2
1325,Andreas Damianou,61,1
1326,Stephen Tu,61,1
1327,Ross Boczar,61,1
1328,Max Simchowitz,61,1
1329,Carl Ek,61,1
1330,Mahdi Soltanolkotabi,61,1
1331,Amirmohammad Rooshenas,61,1
1332,Hirotaka Hachiya,60,3
1333,Rachel Ward,60,1
1334,Anthony Wirth,60,2
1335,Jaime Carbonell,60,3
1336,George Dahl,60,1
1337,Jia Li,60,1
1338,Yuan Shi,60,1
1339,Adam Berenzweig,60,1
1340,Bo Chen,60,2
1341,Khashayar Rohanimanesh,60,2
1342,Aarti Singh,60,2
1343,Srikantan Nagarajan,60,2
1344,Eduardo Rodrigues Gomes,60,1
1345,Ryszard Kowalczyk,60,1
1346,Anders Boesen Lindbo Larsen,60,1
1347,Julian J. McAuley,60,2
1348,Tiberio S. Caetano,60,2
1349,Fabian Gieseke,60,2
1350,Ye Nan,60,1
1351,Aaron Sidford,59,4
1352,Seungyeon Kim,59,1
1353,Yoram Singer ,59,1
1354,Mingyuan Zhou,59,3
1355,Dominic Mazzoni,59,1
1356,Ian Goodfellow,59,1
1357,Benyang Tang,59,1
1358,Linli Xu,59,2
1359,Aleksandrs Slivkins,59,2
1360,Yunchao Gong,59,1
1361,Felix Yu,59,1
1362,Bo Dai,59,4
1363,Shai Ben-David,59,3
1364,Jean Honorio,59,3
1365,Joonseok Lee,59,1
1366,Aaron Defazio,58,2
1367,Chuong Do,58,2
1368,Marie desJardins,58,2
1369,Russell Greiner,58,6
1370,Brigham Anderson,58,1
1371,Soumen Chakrabarti,58,1
1372,Chuan-Sheng Foo,58,2
1373,Ziyu Wang,58,1
1374,Matteo Hessel,58,1
1375,Scott Linderman,57,1
1376,Taiji Suzuki ,57,1
1377,Christian Walder,57,2
1378,Yi Wang,57,3
1379,Zeynep Akata,57,1
1380,Xinchen Yan,57,1
1381,Lajanugen Logeswaran,57,1
1382,Bernt Schiele,57,1
1383,Bryan Silverthorn,57,1
1384,AustinWaters,57,1
1385,Maneesh Sahani,57,2
1386,Akiko Takeda,56,2
1387,Lingbo Li,56,2
1388,Markus Puschel,56,1
1389,Yevgen Voronenko,56,1
1390,Celine Brouard,56,1
1391,Brian McFee ,56,1
1392,Arpad Rimmel,56,1
1393,Florence D'Alche-Buc,56,1
1394,Michael DeWeese,56,2
1395,Susan A. Murphy,56,1
1396,Thomas Fuchs,56,2
1397,Yiming Yang,56,4
1398,Frederic de Mesmay,56,1
1399,Matyas Brendel,55,1
1400,Edgar Dahl,55,1
1401,Peter Wild,55,1
1402,Sudhir Raman,55,1
1403,Volker Roth ,55,1
1404,Tzu-Kuo Huang,55,3
1405,Michele Sebag ,55,1
1406,Alborz Geramifard,55,1
1407,Joshua Redding,55,1
1408,David Buchman,55,1
1409,Geoffrey S. Ginsburg,55,1
1410,Aimee Zaas,55,1
1411,Christopher W. Woods,55,1
1412,Francesco Dinuzzo,55,2
1413,Marcela Zuluaga,54,1
1414,Irina Rish,54,1
1415,Genady Grabarnilk,54,1
1416,Guillermo Cecchi,54,1
1417,Vladimir Pavlovic,54,2
1418,Tapani Raiko,54,2
1419,Guillaume Sergent,54,1
1420,Rui Leite,54,1
1421,Andras Larincz,54,2
1422,Philip Thomas,54,6
1423,Yuting Zhang,54,2
1424,Jia Yuan Yu,54,2
1425,Pavel Brazdil,54,1
1426,Xinhua Zhang,54,3
1427,Dept. of Electrical and Computer Engineering,54,1
1428,Alexander Ihler,54,2
1429,Markus Puschel ,54,1
1430,Drew Bagnell,54,2
1431,Yun Jiang,53,1
1432,Lijun Zhang,53,7
1433,Romaric Gaudel,53,1
1434,Blei David,53,1
1435,Marcus Lim,53,1
1436,Istva_n Szita,53,1
1437,Andra_s Lo_rincz,53,1
1438,Terry Koo,53,1
1439,Christian David Sigg,53,1
1440,Ralf Schlu_ter,53,1
1441,Ryan Turner,53,1
1442,Yishay Mansour,53,2
1443,Samory Kpotufe,53,2
1444,Marc Pollefeys,53,2
1445,Matthieu Geist,53,3
1446,Ting Zhang,53,1
1447,Chao Du,53,1
1448,Luo Jie,53,1
1449,Siddharth Gopal,53,3
1450,Hermann Ney,53,1
1451,Georg Heigold,53,1
1452,Fei Zheng,53,1
1453,Victor S. Sheng,53,1
1454,Geoffrey I. Webb,53,1
1455,Kirthevasan Kandasamy,53,3
1456,Bart Selman ,52,1
1457,Xiaoqian Jiang,52,2
1458,Pinar Donmez,52,1
1459,Kai Wei,52,3
1460,B. Aditya Prakash,52,1
1461,Lei Li,52,1
1462,Rishabh Iyer,52,3
1463,Nan Ding,52,2
1464,Amaury Habrard,52,4
1465,KyungHyun Cho,52,1
1466,Changyou Chen,52,3
1467,Kimo T. Lai,52,1
1468,Alexander Ilin,52,1
1469,Yingjian Wang,52,2
1470,Samuel Gershman,52,1
1471,Wanli Min,51,1
1472,Rich Sutton,51,3
1473,Anna Koop,51,1
1474,Min Xu,51,2
1475,Xuehan Xiong,51,1
1476,Yamuna Krishnamurthy,51,1
1477,Richard Mann,51,1
1478,Benjamin Recht,50,1
1479,Shuai Li,50,3
1480,Roland Memisevic,50,2
1481,David Pardoe,50,1
1482,Issei Sato,50,3
1483,Justin Domke,50,1
1484,Yang Yuan,50,2
1485,Krishnakumar Balasubramanian,50,2
1486,Peter Gehler,50,1
1487,Gianluigi Pillonetto,50,1
1488,tiberio Caetano,50,1
1489,Anastasios Kyrillidis,50,4
1490,Yevgeny Seldin,50,3
1491,Mladen Kolar,50,4
1492,Victor Gabillon,50,2
1493,James Neufeld,50,3
1494,Saren Sonnenburg,50,1
1495,Aviv Tamar,50,3
1496,Hal Daume_,50,1
1497,Amar Shah,50,4
1498,John Tsitsiklis,50,1
1499,Yihua Chen,50,1
1500,Dimitris Samaras,50,1
1501,Minmin Chen ,49,1
1502,Jianping Fan,49,1
1503,Navneet Panda,49,1
1504,Vivek Srikumar,49,2
1505,Edward Y. Chang,49,1
1506,Aarron Courville,49,1
1507,Han Liu ,49,3
1508,Matthias O. Franz,49,1
1509,Soeren Laue,49,3
1510,Yee-Whye Teh,49,2
1511,Dilan Garur,49,1
1512,Gang Wu,49,1
1513,Frank Jakel,49,1
1514,Alessandro Moschitti,49,1
1515,Aron Culotta,48,1
1516,Jun Sun,48,1
1517,Minh Ha Quang,48,1
1518,Dan Goldwasser,48,1
1519,Ming-Wei Chang,48,1
1520,Jacob Gardner,48,2
1521,Minyoung Kim,48,3
1522,Shaojun Wang,48,4
1523,Michael  Littman,48,1
1524,Adam Kalai ,48,1
1525,Kedar Bellare,48,1
1526,Vukosi Marivate,48,1
1527,Monica Babes,48,2
1528,Andrew Packard,48,1
1529,Bernhard Sch_lkopf ,48,1
1530,Sumit Gulwani,48,1
1531,Laurent Lessard,48,1
1532,Butler Lampson,48,1
1533,Robert Nishihara,48,1
1534,Michael Wick,48,1
1535,Alexandra Carpentier,48,5
1536,Vittorio Murino ,48,1
1537,Shihao Ji,48,1
1538,Dan Garber,48,3
1539,Sewoong Oh,48,5
1540,Pannaga Shivaswamy,47,1
1541,Christopher Raphael,47,1
1542,Seppo Virtanen,47,2
1543,Ping Ma,47,1
1544,S. K. Shevade,47,1
1545,S. Asharaf,47,1
1546,Kyung-Ah Sohn,47,1
1547,Hadi Daneshmand,47,2
1548,Kumar Chellapilla,47,1
1549,Wolf Kienzle,47,1
1550,Maayan Harel,47,2
1551,Ajit A. Diwan,47,1
1552,Rein Houthooft,46,1
1553,Jacob Goldberger,46,1
1554,David Weiss,46,1
1555,Lester Mackey,46,1
1556,Yan Duan,46,1
1557,Finale Doshi-Velez,46,1
1558,Aditya Gopalan,46,1
1559,Lev Faivishevsky,46,1
1560,Zhengdong Lu,46,2
1561,Dani Yogatama,46,2
1562,Yushi Jing,46,1
1563,Olivier Fercoq,46,2
1564,Nino Shervashidze,46,1
1565,Jarkko Salojarvi,46,1
1566,Kai Puolamaki,46,1
1567,David Matheson,46,1
1568,Ryan Gomes,46,2
1569,Neil Houlsby,46,3
1570,Jason Pazis,46,2
1571,Frederick Lochovsky,46,1
1572,Amin Karbasi,46,4
1573,Hongyu Guo,45,1
1574,Anders Jonsson,45,1
1575,Dmitry Ulyanov,45,1
1576,Mark Reid,45,4
1577,Ricardo Henao,45,3
1578,Vadim Lebedev,45,1
1579,Parinaz Sobihani,45,1
1580,Xiaodan Zhu,45,1
1581,Emma Brunskill,45,4
1582,Brooks Paige,45,3
1583,Hui Zou,45,1
1584,Jordan Rodu,45,1
1585,Paramveer Dhillon,45,1
1586,Lyle Ungar,45,1
1587,Andrew Miller,45,2
1588,Xuemei Zhao,45,1
1589,Dian Gong,45,1
1590,Gerard Medioni,45,1
1591,Dan Klein ,45,1
1592,Tom Coleman,45,1
1593,Ji Zhu,45,1
1594,James Saunderson,45,1
1595,Stephen Roberts,45,3
1596,Andrea,45,1
1597,Yasin Abbasi-Yadkori,45,5
1598,Daniel Hernandez-Lobato,45,4
1599,Andreas Krause ,45,1
1600,Bonnie Berger,45,2
1601,Jo-Anne Ting,44,2
1602,Alex Gittens,44,2
1603,Chansoo Lee,44,1
1604,Ryohei Fujimaki,44,4
1605,Byron Boots,44,3
1606,Gerald DeJong,44,3
1607,David Barber,44,3
1608,Honglak Lee ,44,1
1609,Le Lu,44,1
1610,Yadong Mu,44,1
1611,Guanyu Zhou,44,1
1612,David Williams,43,1
1613,Wangmeng Zuo,43,1
1614,Jianjun Yuan,43,1
1615,Goekhan Bakir,43,1
1616,Christina Leslie,43,1
1617,Zhixiang,43,1
1618,Qixing Huang,43,2
1619,Zongben Xu,43,1
1620,Lei Zhang,43,1
1621,Deyu Meng,43,1
1622,Qian Zhao,43,1
1623,Eugene Ie,43,1
1624,Samuel Kaski ,43,1
1625,Chiranjib Bhattacharyya,43,6
1626,Doran Chakraborty,43,2
1627,Yi Zhang,43,2
1628,Vittorio Ferrari,43,1
1629,Bing Liu,43,1
1630,Zhiyuan Chen,43,1
1631,Gang Niu,43,3
1632,Jiyan Yang,43,1
1633,Michael A. Goodrich,42,1
1634,Shohei Shimizu,42,1
1635,Dougal Maclaurin,42,1
1636,Charles Lee Isbell,42,1
1637,Michael Holmes,42,1
1638,Ian Davidson,42,1
1639,Tao Xiong,42,1
1640,Teodor Mihai Moldovan,42,1
1641,Aapo Hyvarinen,42,1
1642,Aurelie Lozano,42,3
1643,Stephan Clemencon,42,5
1644,Christin Seifert,42,1
1645,Gerald Fritz,42,1
1646,Paolo Avesani,42,2
1647,Nakul Verma,42,1
1648,David Duvenaud,42,1
1649,Patrik Hoyer,42,1
1650,Michael Osborne,42,3
1651,Boris Babenko,42,1
1652,Dino Sejdinovic,42,3
1653,Saso Dzeroski,42,2
1654,Sriharsha Veeramachaneni,42,2
1655,Thorsten  Joachims,42,1
1656,S.S. Ravi,42,1
1657,Daniil Ryabko,42,3
1658,Jacob W. Crandal,42,1
1659,Lucas Paletta,42,1
1660,Silvere Bonnabel,41,1
1661,Kwang In Kim,41,1
1662,Gilles Meyer,41,1
1663,Prem Melville,41,1
1664,University of Liege,41,1
1665,Azin Ashkan,41,2
1666,Rodolphe Sepulchre,41,1
1667,Richard Lawrence,41,1
1668,alvaro Barbero,41,1
1669,Avinava Dubey,41,3
1670,Jose miguel Hernandez-Lobato,41,3
1671,Shiva Kasiviswanathan,41,1
1672,Raghu Meka,41,1
1673,Shen-Shyang Ho,41,1
1674,Roy Frostig,41,3
1675,Xiaotong Yuan,41,1
1676,Taco Cohen,40,3
1677,Alexander Grubb,40,2
1678,Patrick E. Meyer,40,1
1679,Javad Azimi,40,2
1680,Manfred Jaeger,40,1
1681,Peter L. Bartlett,40,2
1682,Dotan Di Castro,40,2
1683,Xiaoli Zhang-Fern,40,2
1684,Gianluca Bontempi,40,1
1685,Sreenivas Gollapudi ,40,1
1686,Dirk Husmeier,40,3
1687,Yi Yang,40,1
1688,Djalel Benbouzid,40,1
1689,Richard Turner,40,3
1690,Xiaojun Chang,40,1
1691,Hachem Kadri,40,2
1692,Manuel Gomez-Rodriguez,40,1
1693,Haitham Bou Ammar,40,2
1694,Krishna Shenoy,40,1
1695,Ruth Urner,39,3
1696,Kacper Chwialkowski,39,2
1697,Tanguy Urvoy,39,2
1698,Wolfgang Maass,39,1
1699,Lars Maaloe,39,1
1700,Miguel Rodrigues,39,2
1701,Gregory Valiant,39,2
1702,Robert Calderbank,39,2
1703,Michael James,39,1
1704,Anshumali Shrivastava,39,2
1705,Jochen Garcke,39,1
1706,Peter Kairouz,39,3
1707,Peter McCracken,39,1
1708,Justin Solomon,39,3
1709,Fabrice Clerot,39,2
1710,Jean-Francis Roy,39,1
1711,Sam Patterson,39,1
1712,Finnegan Southey,39,1
1713,Matthieu Kowalski,39,1
1714,Xinyang Yi,39,2
1715,Casper Kaae Sonderby,39,1
1716,Andres Munoz Medina,39,2
1717,Terran Lane,39,3
1718,Andrew W. Moore,39,2
1719,Jinfeng Zhuang,38,1
1720,Adel Javanmard,38,1
1721,Sham Kakade ,38,1
1722,Niru Maheswaranathan,38,1
1723,Gary Chen,38,1
1724,Meghana Deodhar,38,1
1725,Shengbo Guo,38,1
1726,Jonathan Sorg,38,1
1727,Steven C.H. Hoi ,38,1
1728,Eric Weiss,38,1
1729,Pramod Viswanath,38,3
1730,Hoyt Koepke,38,2
1731,Sun Yi,38,1
1732,Hugh Perkins,38,1
1733,Richard Lewis,38,1
1734,Jordan Boyd-Graber ,38,1
1735,Ke Zhai,38,1
1736,Bo Zhang ,38,1
1737,Hyuk Cho,38,1
1738,Dehong Liu,38,1
1739,Justin Heinermann,38,1
1740,Mehmet G_nen,38,1
1741,Joseph K. Bradley,38,1
1742,Myunghwan Kim,38,1
1743,Luke Bornn,38,1
1744,Kirk Goldsberry,38,1
1745,Fabio Vitale,38,1
1746,Ben Poole,38,1
1747,Cosmin Oancea,38,1
1748,Salah Rifai,38,1
1749,Gabor Bartok,38,2
1750,Mauro Maggioni,38,1
1751,Yuting Qi,38,1
1752,Yue-Fei Guo,37,1
1753,Enric Plaza,37,2
1754,Hong Lu,37,1
1755,Lauren Hannah,37,2
1756,Geoff Gordon,37,2
1757,Santiago Ontanon,37,2
1758,Zichen Sun,37,1
1759,Christopher Meek,37,1
1760,John Platt,37,1
1761,Ayse Erkan,37,1
